ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status,ticket_text,text_length_chars,text_length_words
TKT-000053,2025-04-22 16:54:32,chat,Enterprise,English,API,Help needed,This has become a problem for me. I cannot complete the workflow because something keeps breaking. This may also be related because authentication is not going through on my side. This happened shortly after I updated my details. I have already tried a few times with no success. Any help would be appreciated.,Technical Support,Account Access,Medium,Open,Help needed This has become a problem for me. I cannot complete the workflow because something keeps breaking. This may also be related because authentication is not going through on my side. This happened shortly after I updated my details. I have already tried a few times with no success. Any help would be appreciated.,322,55
TKT-000178,2025-04-22 17:27:22,email,Free,Spanish,Mobile App,Follow-up  on  my  previous  issue,"I  need  help  with  something.  This  is  more  of  a  general  product  question.  Also,  the  export  fails  halfway  through  and  I  do  not  know  why.",Product Inquiry,Technical Support,Low,Pending,"Follow-up on my previous issue I need help with something. This is more of a general product question. Also, the export fails halfway through and I do not know why.",164,30
TKT-001409,2025-04-22 17:53:20,email,Basic,French,Mobile App,Need help with Mobile App,"I need help with something. Can you explain how this feature works? At the same time, i am not sure why this payment failed. I have already tried a few times with no success. Any help would be appreciated.",Product Inquiry,Billing,High,Open,"Need help with Mobile App I need help with something. Can you explain how this feature works? At the same time, i am not sure why this payment failed. I have already tried a few times with no success. Any help would be appreciated.",231,44
TKT-DUP-00002,2025-04-22 18:14:52,email,Basic,English,Analytics Dashboard,Problem with service today,The  app  crashes  when  I  try  to  use  this  feature.  This  may  also  be  related  because  i  need  help  understanding  whether  this  is  compatible  with  my  setup.  I  am  using  the  web  version.  Any  help  would  be  appreciated.,Technical Support,Product Inquiry,Medium,Open,Problem with service today The app crashes when I try to use this feature. This may also be related because i need help understanding whether this is compatible with my setup. I am using the web version. Any help would be appreciated.,234,42
TKT-003443,2025-04-22 18:27:30,phone,Basic,French,Replacement Unit,Can someone help,This has become a problem for me. Delivery is taking longer than expected. It involves replacement unit on my side. This may also be related because the product arrived damaged and I need help with next steps. I am using the web version. This is quite frustrating. This is becoming urgent.,Orders & Delivery,Refunds & Returns,Low,Open,Can someone help This has become a problem for me. Delivery is taking longer than expected. It involves replacement unit on my side. This may also be related because the product arrived damaged and I need help with next steps. I am using the web version. This is quite frustrating. This is becoming urgent.,306,54
TKT-001153,2025-04-22 19:40:14,email,Enterprise,English,Invoice Portal,Please review this request,"I need more information before making a decision. It involves invoice portal on my side. At the same time, authentication is not going through on my side.",Product Inquiry,Account Access,Medium,Resolved,"Please review this request I need more information before making a decision. It involves invoice portal on my side. At the same time, authentication is not going through on my side.",181,31
TKT-002958,2025-04-22 21:48:36,email,Enterprise,English,Admin Console,Follow-up on my previous isue,"Hi team, I cannot sign in to my account at the moment. It involves admin console on my side. This has been going on since yesterday.",Account Access,Unknown,Medium,Pending,"Follow-up on my previous isue Hi team, I cannot sign in to my account at the moment. It involves admin console on my side. This has been going on since yesterday.",162,31
TKT-003595,2025-04-23 00:13:25,email,Pro,English,Admin Console,before purchase on my account,"Hello, I am comparing plans and need clarification. I am using the service on mobile. pls look into this.",Product Inquiry,Unknown,Low,Pending,"before purchase on my account Hello, I am comparing plans and need clarification. I am using the service on mobile. pls look into this.",135,24
TKT-002229,2025-04-23 00:36:01,email,Pro,English,Unknown,Problem with recent activity,"Hi, The issue seems technical because the same step keeps timing out. It involves data export on my side. I have already tried a few times with no success. This is becoming urgent.",Technical Support,Unknown,Medium,Resolved,"Problem with recent activity Hi, The issue seems technical because the same step keeps timing out. It involves data export on my side. I have already tried a few times with no success. This is becoming urgent.",209,37
TKT-002450,2025-04-23 02:31:46,web_form,Enterprise,English,Premium Device,Problem with service still,This has become a probem for me. I am not sure whether this product supports my use case. Any help would be appreciated.,Product Inquiry,Unknown,Low,Pending,Problem with service still This has become a probem for me. I am not sure whether this product supports my use case. Any help would be appreciated.,147,27
TKT-002196,2025-04-23 04:59:38,web_form,Pro,English,Customer Portal,isue  with  recent  order,The amount shown on the invoice looks wrong. This may also be related becuase i think the wrong item was sent.,Billing,Orders & Delivery,Medium,Open,isue with recent order The amount shown on the invoice looks wrong. This may also be related becuase i think the wrong item was sent.,133,25
TKT-001293,2025-04-23 06:14:45,web_form,Enterprise,French,API,ERROR ON MY ACCOUNT,The  page  is  not  loading  properly  and  I  cannot  complete  the  task.  I  only  need  a  clear  update  on  what  is  happening.  I  have  already  tried  a  few  times  with  no  success.,Technical Support,Unknown,High,Open,ERROR ON MY ACCOUNT The page is not loading properly and I cannot complete the task. I only need a clear update on what is happening. I have already tried a few times with no success.,183,36
TKT-001148,2025-04-23 07:30:13,phone,Free,French,Replacement Unit,Please review this request,The product arrived damaged and I need help with next steps. It involves replacement unit on my side. Thanks.,Refunds & Returns,Unknown,High,Pending,Please review this request The product arrived damaged and I need help with next steps. It involves replacement unit on my side. Thanks.,136,23
TKT-000159,2025-04-23 07:37:05,chat,Enterprise,English,Starter Kit,Need an update on this issue please,I need help with something. I need my money back if this cannot be resolved. It involves starter kit on my side. This may also be related because the package is missing and I need an update. Please let me know what I should do next.,Refunds & Returns,Orders & Delivery,Medium,Resolved,Need an update on this issue please I need help with something. I need my money back if this cannot be resolved. It involves starter kit on my side. This may also be related because the package is missing and I need an update. Please let me know what I should do next.,268,53
TKT-000255,2025-04-23 10:01:28,phone,Pro,English,Analytics Dashboard,Need help with my account,"Can someone help with this? The app crashes when I try to use this feature. At the same time, i appear to be locked out and cannot get back in. please look into this.",Technical Support,Account Access,High,Pending,"Need help with my account Can someone help with this? The app crashes when I try to use this feature. At the same time, i appear to be locked out and cannot get back in. please look into this.",192,39
TKT-000988,2025-04-23 10:02:25,email,Pro,French,Mobile App,Help  needed,I need help with something. The issue seems technical because the same step keeps timing out. It involves mobile app on my side. I need this resolved as soon as possible. Please look into this.,Technical Support,Unknown,Medium,Resolved,Help needed I need help with something. The issue seems technical because the same step keeps timing out. It involves mobile app on my side. I need this resolved as soon as possible. Please look into this.,205,37
TKT-002372,2025-04-23 10:44:08,phone,Basic,English,Mobile App,Need help with Mobile App,"I need help with something. The system keeps showing an error when I try to continue. It involves mobile app on my side. Also, i appear to be locked out and cannot get back in. I was hoping this would be fixed by now. Please let me know what I should do next.",Technical Support,Account Access,High,Resolved,"Need help with Mobile App I need help with something. The system keeps showing an error when I try to continue. It involves mobile app on my side. Also, i appear to be locked out and cannot get back in. I was hoping this would be fixed by now. Please let me know what I should do next.",285,58
TKT-000954,2025-04-23 13:18:56,chat,Basic,French,Web App,Question about my account,"Hi, The page is not loading properly and I cannot complete the task.",Technical Support,Unknown,High,Open,"Question about my account Hi, The page is not loading properly and I cannot complete the task.",94,17
TKT-002620,2025-04-23 15:49:37,email,Basic,English,Premium Device,Support request,"Good  morning,  I  want  to  understand  the  pricing  options  better.  Also,  i  appear  to  be  locked  out  and  cannot  get  back  in.  This  started  after  my  last  purchase.  I  was  hoping  this  would  be  fixed  by  now.  Please  advise.",Product Inquiry,Account Access,Medium,Open,"Support request Good morning, I want to understand the pricing options better. Also, i appear to be locked out and cannot get back in. This started after my last purchase. I was hoping this would be fixed by now. Please advise.",227,41
