ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status
TKT-001733,2025-10-19 22:45:14,email,Basic,French,Mobile App,Please review this request,"Hi team, I appear to be locked out and cannot get back in. It involves mobile app on my side. This happened shortly after I updated my details. I was hoping this would be fixed by now. Please advise.",Account Access,None,High,Open
TKT-000845,2025-08-05 15:27:20,chat,Basic,French,,Need an update on this issue,"This has become a problem for me. I would like a refund for this order. It involves premium device on my side. At the same time, there appears to be an issue with the dispatch. I have already tried a few times with no success. I would appreciate a quick response.",Refunds & Returns,Orders & Delivery,Medium,Pending
TKT-001718,2025-02-01 14:09:48,chat,,Spanish,Data Export,Need help with Data Export,Can someone help with this? The page is not loading properly and I cannot complete the task. It involves data export on my side. This happened shortly after I updated my details.,Technical Support,None,High,Open
TKT-001293,2025-04-23 06:14:45,web_form,Enterprise,French,API,ERROR ON MY ACCOUNT,The  page  is  not  loading  properly  and  I  cannot  complete  the  task.  I  only  need  a  clear  update  on  what  is  happening.  I  have  already  tried  a  few  times  with  no  success.,Technical Support,None,High,Open
TKT-001927,2025-04-20 22:51:33,email,Enterprise,English,Customer Portal,Need  help  with  my  account,"Good morning, This looks like an account access problem. It involves customer portal on my side. please look into this.",Account Access,None,High,Resolved
TKT-001653,2025-03-10 15:28:17,email,Free,English,Invoice Portal,Problem with recent activity,"The invoice does not look right to me. At the same time, i appear to be locked out and cannot get back in. I am using the service on mobile. Please let me know what I should do next.",Billing,Account Access,Medium,Pending
TKT-002574,2025-12-03 13:13:31,email,Free,English,,Support  request  still,,Account Access,Billing,Low,Open
TKT-001511,2025-09-29 14:06:34,chat,Enterprise,English,Subscription Plan,Issue with unexpected fee,This has become a problem for me. I think I was charged incorrectly for this. Any help would be appreciated.,Billing,None,Low,Pending
TKT-001727,2025-06-19 02:55:22,email,Enterprise,English,Mobile App,Follow-up on my previous issue,"Hi, Authentication is not going through on my side. This happened shortly after I updated my details. I was hoping this would be fixed by now. Any help would be appreciated.",Account Access,None,High,Open
TKT-003324,2025-03-30 15:36:06,email,,English,Replacement Unit,Need help with my account,"Hi team, The item is damaged so I may need a replacement or refund. This is becoming urgent.",Refunds & Returns,None,Low,Resolved
TKT-000856,2025-07-15 22:47:21,,Pro,English,API,URGENT - Need an update on this issue again,"Good morning, The system keeps showing an error when I try to continue. I noticed this after trying to make a payment. I would appreciate a quick response.",Technical Support,None,High,Open
TKT-001458,2025-01-25 21:08:06,email,Free,French,Mobile App,Can someone help,This has become a problem for me. I still cannot access the portal after trying several times. It involves mobile app on my side. I was hoping this would be fixed by now. Please look into this.,Account Access,None,High,Pending
TKT-000079,2025-11-10 19:39:57,phone,Pro,English,Invoice Portal,Please review this request,,Billing,None,Low,Resolved
TKT-000945,2025-08-05 05:51:29,email,Basic,English,API,,This has become a problem for me. Can you explain how this feature works? It involves api on my side. This happened shortly after I updated my details. This has been going on since yesterday.,Product Inquiry,None,Medium,Pending
TKT-000200,2025-06-24 17:49:06,phone,Basic,French,Web App,Please  check  this,"Can someone help with this? The verification step is failing and I need help. It involves web app on my side. In addition, the system keeps showing an error when I try to continue. Please look into this.",Account Access,Technical Support,High,Resolved
TKT-001538,2025-10-08 05:51:38,email,Pro,English,Replacement Unit,Support request,"Good morning, I need help understanding whether this is compatible with my setup. This is quite frustrating.",Product Inquiry,None,Medium,Open
TKT-001453,2025-03-17 21:02:44,email,Enterprise,English,Premium Device,Need  an  update,"Hello, Delivery is taking longer than expected. Thanks.",Orders & Delivery,None,Medium,Open
TKT-000802,2025-03-25 01:57:15,web_form,Pro,English,Web App,Follow-up  on  my  previous  isue,I still cannot access the portal after trying several times. It involves web app on my side. I only need a clear update on what is happening. This is quite frustrating. Any help would be appreciated.,Account Access,None,High,Open
TKT-002274,2025-08-12 15:46:27,web_form,Basic,French,Analytics Dashboard,Can someone help,"I want to understand the pricing options better. In addition, authentication is not going through on my side. I noticed this after trying to make a payment. This is quite frustrating.",Product Inquiry,Account Access,Medium,Pending
TKT-003520,2025-05-21 17:52:19,email,Basic,English,Replacement Unit,dispatch issue on my account,"Can someone help with this? Delivery is taking longer than expected. It involves replacement unit on my side. Also, i want to know the status of the return request. I have already tried a few times with no success. Thanks.",Orders & Delivery,Refunds & Returns,Medium,Open
TKT-001587,2025-09-21 15:09:41,chat,Pro,English,Analytics Dashboard,Issue  with  failed  export,"Hi team, The page is not loading properly and I cannot complete the task. It involves analytics dashboard on my side. I do not know if this should go to billing or support. I would appreciate a quick response.",Technical Support,None,Medium,Open
TKT-000232,2025-06-16 04:08:00,phone,Pro,English,Replacement Unit,Need help with Replacement Unit again,My order has still not arrived. I need this resolved as soon as possible. Please advise.,Orders & Delivery,None,Medium,Pending
TKT-001264,2025-10-07 07:44:16,email,Enterprise,English,Subscription Plan,Can someone help,"Can someone help with this? I need someone to review the billing on this account. At the same time, the login step keeps failing even though my details should be correct. This is quite frustrating. Please look into this.",Billing,Account Access,Medium,Open
TKT-001799,2025-11-21 06:14:01,chat,Pro,English,Replacement Unit,URGENT - Question about Replacement Unit,"This has become a problem for me. The product arrived damaged and I need help with next steps. In addition, tracking has not updated in a while. Please look into this.",Refunds & Returns,Orders & Delivery,Medium,Open
TKT-002719,2025-10-15 03:10:18,email,Basic,Spanish,Analytics Dashboard,Question about my acount,Could you explain the difference between the available options? This seems linked to my recent order. This is becoming urgent.,Product Inquiry,None,Low,Open
TKT-002100,2025-05-14 21:54:28,email,Enterprise,English,Subscription Plan,Question about my account,I am not sure why this payment failed. It involves subscription plan on my side. I have already tried a few times with no success.,Billing,None,Medium,Open
TKT-002529,2025-06-14 21:28:45,phone,Free,English,Mobile App,Follow-up on my previous issue,I appear to be locked out and cannot get back in. It involves mobile app on my side. I am using the web version. I have already tried a few times with no success. Please let me know what I should do next.,Account Access,None,High,Open
TKT-001321,2025-03-26 01:01:27,email,Pro,French,Customer Portal,URGENT - Problem with Customer Portal,"Good morning, I am not sure why this payment failed. It involves customer portal on my side. I was hoping this would be fixed by now. I would appreciate a quick response.",Billing,None,Low,Open
TKT-002796,2025-11-03 01:37:24,email,N/A,English,Admin Console,Issue not resolved,"Can you explain how this feature works? At the same time, i cannot complete the workflow because something keeps breaking. This has been going on since yesterday. I would appreciate a quick response.",Product Inquiry,Technical Support,Low,Pending
TKT-001513,2025-10-10 10:56:10,chat,Free,Spanish,N/A,Need help with my account,I have not had an update on my refund yet. I am using the service on mobile. Please advise.,Refunds & Returns,None,High,Resolved
TKT-DUP-00008,2025-09-13 22:33:20,chat,Enterprise,Spanish,Subscription Plan,Please review this request,"Hi, There seems to be a probem with the payment on my account. Please look into this.",Billing,None,Low,Pending
TKT-001144,2025-01-08 10:04:12,email,Enterprise,French,Invoice Portal,Can  someone  help,This has become a problem for me. I am not sure why this payment failed. This started after my last purchase. This is quite frustrating. This is becoming urgent.,Billing,None,Low,Open
TKT-003364,2025-06-06 09:44:12,email,Enterprise,English,Premium Device,Problem  with  recent  activity,"There seems to be a delay with the shipment. Also, i have not had an update on my refnd yet. This is becoming urgent.",Orders & Delivery,Refunds & Returns,Medium,Open
TKT-000192,2025-11-15 13:12:11,web_form,Basic,English,Customer Portal,Issue with recent order,"Good morning, The amount shown on the invoice looks wrong. I need this resolved as soon as possible. Thanks.",Billing,None,Medium,Pending
TKT-000105,2025-09-11 17:52:40,web_form,Pro,English,Premium Device,Please review this request please,"I need help with something. I have not had an update on my refund yet. In addition, this was workng before but now it keeps failing. This started after my last purchase. This is becoming urgent.",Refunds & Returns,Technical Support,High,Open
TKT-002799,2025-06-23 04:56:39,chat,Free,Spanish,Data Export,Issue with sync problem,"Hi team, The system keeps showing an error when I try to continue. It involves data export on my side. I do not know if this should go to billing or support. I would appreciate a quick response.",Technical Support,None,High,Open
TKT-001657,2025-03-01 17:55:17,email,Basic,English,Customer Portal,Problem with service still,I noticed an unexpected charge and need clarification. I noticed this after trying to make a payment. This is becoming urgent.,Billing,None,Low,Open
TKT-001243,2025-03-30 16:43:40,email,,English,Replacement Unit,Question about Replacement Unit,"Hi, There appears to be an issue with the dispatch. It involves replacement unit on my side. I only need a clear update on what is happening. I was hoping this would be fixed by now. This is becoming urgent.",Orders & Delivery,None,Medium,Open
TKT-001599,2025-10-11 10:05:11,email,Pro,English,Starter Kit,Issue not resolved,Can someone help with this? I think the wrong item was sent. This has been going on since yesterday.,Orders & Delivery,None,High,Resolved
TKT-001475,2025-06-01 11:15:58,missing,Enterprise,French,Replacement Unit,Follow-up on my previous issue,"Hello, My order has still not arrived. It involves replacement unit on my side. This seems linked to my recent order. Please let me know what I should do next.",Orders & Delivery,None,Medium,Open
TKT-001469,2025-04-06 20:00:30,web_form,Basic,English,Invoice Portal,Help needed,Can someone help with this? Can you explain how this feature works? It involves invoice portal on my side. I noticed this after trying to make a payment.,Product Inquiry,None,High,Open
